MANDT,PROFN,AKTPS,SUBPROF
210,Z_CUSTOMIZEP,A,G_PLAN_ALL
210,Z_CUSTOMIZEP,A,G_RULES_ALL
210,Z_CUSTOMIZEP,A,G_RW_ALL
210,Z_CUSTOMIZEP,A,G_SETS_ALL
210,Z_CUSTOMIZEP,A,G_SUBST_ALL
210,Z_CUSTOMIZEP,A,G_VALID_ALL
210,Z_CUSTOMIZEP,A,I_PM_ALL
210,Z_CUSTOMIZEP,A,K_CCA_ALL
210,Z_CUSTOMIZEP,A,K_JOB_ALL
210,Z_CUSTOMIZEP,A,K_PCA_ALL
210,Z_CUSTOMIZEP,A,K_PLAN_ALL
210,Z_CUSTOMIZEP,A,K_RKC_ALL
210,Z_CUSTOMIZEP,A,K_RKE_ALL
210,Z_CUSTOMIZEP,A,L_WM_ALL
210,Z_CUSTOMIZEP,A,M_BEFU_ALL
210,Z_CUSTOMIZEP,A,M_BILA_ALL
210,Z_CUSTOMIZEP,A,M_EINK_ALL
210,Z_CUSTOMIZEP,A,M_LIS_ALL
210,Z_CUSTOMIZEP,A,M_MATE_ALL
210,Z_CUSTOMIZEP,A,M_MTDI_PLA
210,Z_CUSTOMIZEP,A,M_MTDI_REP
210,Z_CUSTOMIZEP,A,M_PLAF_ALL
210,Z_CUSTOMIZEP,A,M_REPR_ALL
210,Z_CUSTOMIZEP,A,P_BAS_ALL
210,Z_CUSTOMIZEP,A,P_PLAN
210,Z_CUSTOMIZEP,A,P_TAB_ALL
210,Z_CUSTOMIZEP,A,P_TRV_ALL
210,Z_CUSTOMIZEP,A,Q_ALL
210,Z_CUSTOMIZEP,A,V_SD_ALL
210,Z_CUSTOMIZEP,A,Z_S_CUST
210,Z_CUSTOMIZEP,A,Z_TRANS_P_P
210,Z_CUSTOM_HR,A,A_ALL
210,Z_CUSTOM_HR,A,C_ALL
210,Z_CUSTOM_HR,A,C_CAP_ALL
210,Z_CUSTOM_HR,A,C_CV_ALL
210,Z_CUSTOM_HR,A,C_DISPO_ALL
210,Z_CUSTOM_HR,A,C_KAPA_ALL
210,Z_CUSTOM_HR,A,C_KAPA_CUST
210,Z_CUSTOM_HR,A,C_PB_ALL
210,Z_CUSTOM_HR,A,C_PB_REO
210,Z_CUSTOM_HR,A,C_PS_ALL
210,Z_CUSTOM_HR,A,C_ROUT_ALL
210,Z_CUSTOM_HR,A,C_SAFK_ALL
210,Z_CUSTOM_HR,A,C_SOP_ALL
210,Z_CUSTOM_HR,A,F_BUCH_ALL
210,Z_CUSTOM_HR,A,F_FDIS_ALL
210,Z_CUSTOM_HR,A,F_FILC_ALL
210,Z_CUSTOM_HR,A,G_BASE_ALL
210,Z_CUSTOM_HR,A,G_PLAN_ALL
210,Z_CUSTOM_HR,A,G_RULES_ALL
210,Z_CUSTOM_HR,A,G_RW_ALL
210,Z_CUSTOM_HR,A,G_SETS_ALL
210,Z_CUSTOM_HR,A,G_SUBST_ALL
210,Z_CUSTOM_HR,A,G_VALID_ALL
210,Z_CUSTOM_HR,A,I_PM_ALL
210,Z_CUSTOM_HR,A,K_CCA_ALL
210,Z_CUSTOM_HR,A,K_JOB_ALL
210,Z_CUSTOM_HR,A,K_PCA_ALL
210,Z_CUSTOM_HR,A,K_PLAN_ALL
210,Z_CUSTOM_HR,A,K_RKC_ALL
210,Z_CUSTOM_HR,A,K_RKE_ALL
210,Z_CUSTOM_HR,A,L_WM_ALL
210,Z_CUSTOM_HR,A,M_BEFU_ALL
210,Z_CUSTOM_HR,A,M_BILA_ALL
210,Z_CUSTOM_HR,A,M_EINK_ALL
210,Z_CUSTOM_HR,A,M_LIS_ALL
210,Z_CUSTOM_HR,A,M_MATE_ALL
210,Z_CUSTOM_HR,A,M_MTDI_PLA
210,Z_CUSTOM_HR,A,M_MTDI_REP
210,Z_CUSTOM_HR,A,M_PLAF_ALL
210,Z_CUSTOM_HR,A,M_REPR_ALL
210,Z_CUSTOM_HR,A,P_BAS_ALL
210,Z_CUSTOM_HR,A,P_PLAN
210,Z_CUSTOM_HR,A,P_TAB_ALL
210,Z_CUSTOM_HR,A,P_TRV_ALL
210,Z_CUSTOM_HR,A,Q_ALL
210,Z_CUSTOM_HR,A,V_SD_ALL
210,Z_CUSTOM_HR,A,Z_CUSTO
210,Z_CUSTOM_HR,A,Z_S_CUST
210,Z_CUSTOM_HR,A,Z_TRANS_P_HR
210,Z_ENTW_SHOW,A,A_ALL
210,Z_ENTW_SHOW,A,A_IMA_ALL
210,Z_ENTW_SHOW,A,A_IMPR_ALL
210,Z_ENTW_SHOW,A,B_ALE_ALL
210,Z_ENTW_SHOW,A,C_ALL
210,Z_ENTW_SHOW,A,C_CAP_ALL
210,Z_ENTW_SHOW,A,C_CREX_ALL
210,Z_ENTW_SHOW,A,C_CV_ALL
210,Z_ENTW_SHOW,A,C_DISPO_ALL
210,Z_ENTW_SHOW,A,C_KAPA_ALL
210,Z_ENTW_SHOW,A,C_KAPA_CUST
210,Z_ENTW_SHOW,A,C_LFPL_ALL
210,Z_ENTW_SHOW,A,C_PB_ALL
210,Z_ENTW_SHOW,A,C_PB_REO
210,Z_ENTW_SHOW,A,C_PDC_ALL
210,Z_ENTW_SHOW,A,C_POI_ALL
210,Z_ENTW_SHOW,A,C_PPPI_ALL
210,Z_ENTW_SHOW,A,C_PRCHAR_ALL
210,Z_ENTW_SHOW,A,C_PS_ALL
210,Z_ENTW_SHOW,A,C_ROUT_ALL
210,Z_ENTW_SHOW,A,C_SAFK_ALL
210,Z_ENTW_SHOW,A,C_SCP_ALL
210,Z_ENTW_SHOW,A,C_SHE_ALL
210,Z_ENTW_SHOW,A,C_SOP_ALL
210,Z_ENTW_SHOW,A,E_CS_ALL
210,Z_ENTW_SHOW,A,F_BUCH_ALL
210,Z_ENTW_SHOW,A,F_FDIS_ALL
210,Z_ENTW_SHOW,A,F_FICA_ALL
210,Z_ENTW_SHOW,A,F_FICB_ALL
210,Z_ENTW_SHOW,A,F_FILC_ALL
210,Z_ENTW_SHOW,A,F_ISIS_ALL
210,Z_ENTW_SHOW,A,F_ISRE_ALL
210,Z_ENTW_SHOW,A,G_ALL
210,Z_ENTW_SHOW,A,I_PM_ALL
210,Z_ENTW_SHOW,A,K_ABC_ALL
210,Z_ENTW_SHOW,A,K_CCA_ALL
210,Z_ENTW_SHOW,A,K_COPC_ALL
210,Z_ENTW_SHOW,A,K_JOB_ALL
210,Z_ENTW_SHOW,A,K_PCA_AL1
210,Z_ENTW_SHOW,A,K_PCA_ALL
210,Z_ENTW_SHOW,A,K_PLAN_ALL
210,Z_ENTW_SHOW,A,K_RCL_ALL
210,Z_ENTW_SHOW,A,K_REP_ALL
210,Z_ENTW_SHOW,A,K_RKC_ALL
210,Z_ENTW_SHOW,A,K_RKE_ALL
210,Z_ENTW_SHOW,A,L_WM_ALL
210,Z_ENTW_SHOW,A,M_BEFU_ALL
210,Z_ENTW_SHOW,A,M_BILA_ALL
210,Z_ENTW_SHOW,A,M_EINK_ALL
210,Z_ENTW_SHOW,A,M_LIS_ALL
210,Z_ENTW_SHOW,A,M_MATE_ALL
210,Z_ENTW_SHOW,A,M_MIPA_ALL
210,Z_ENTW_SHOW,A,M_MTDI_PLA
210,Z_ENTW_SHOW,A,M_MTDI_REP
210,Z_ENTW_SHOW,A,M_OIW_ALL
210,Z_ENTW_SHOW,A,M_PLAF_ALL
210,Z_ENTW_SHOW,A,M_REPR_ALL
210,Z_ENTW_SHOW,A,P_APL_ALL
210,Z_ENTW_SHOW,A,P_BAS_ALL
210,Z_ENTW_SHOW,A,P_PLAN
210,Z_ENTW_SHOW,A,P_TAB_ALL
210,Z_ENTW_SHOW,A,P_TRTM_ALL
210,Z_ENTW_SHOW,A,P_TRV_ALL
210,Z_ENTW_SHOW,A,Q_ALL
210,Z_ENTW_SHOW,A,S_ADM
210,Z_ENTW_SHOW,A,S_ANUEB
210,Z_ENTW_SHOW,A,S_EUMG
210,Z_ENTW_SHOW,A,S_ZENTR
210,Z_ENTW_SHOW,A,V_SD_ALL
210,Z_ENTW_SHOW,A,W_WWS_ALL
210,Z_ENTW_SHOW,A,X_COBL_ALL
